mlbam_id,1B,2B,3B,C,CF,DH,LF,SP,RF,SS,OF,RP
519166,0,0,0,0,0,0,0,22,0,0,0,21
519203,146,0,0,0,0,0,0,0,0,0,0,0
519222,0,0,0,70,0,0,0,1,0,0,0,1
519242,0,0,0,0,0,0,0,25,0,0,0,0
519293,0,0,0,0,0,0,0,63,0,0,0,63
519299,0,74,6,0,0,16,1,0,6,4,7,0
519317,0,0,0,0,0,5,10,0,3,0,13,0
519326,0,0,0,0,0,0,0,28,0,0,0,28
519346,105,0,0,0,0,3,0,0,12,0,12,0
519381,0,0,0,0,0,0,0,2,0,0,0,2
519390,1,0,0,60,0,2,7,0,0,0,7,0
519393,0,0,0,0,0,0,0,70,0,0,0,70
519443,0,0,0,0,0,0,0,73,0,0,0,73
519455,0,0,0,0,0,0,0,23,0,0,0,0
520471,0,32,0,0,0,5,0,0,0,110,0,0
520980,0,0,0,0,0,0,0,71,0,0,0,71
521230,0,0,0,0,0,0,0,75,0,0,0,73
521655,0,0,0,0,0,0,0,48,0,0,0,31
523253,46,8,33,0,0,0,0,0,0,15,0,0
523260,0,0,0,0,0,0,0,55,0,0,0,55
525768,0,0,0,0,0,0,0,9,0,0,0,9
527038,16,64,0,0,0,0,0,0,0,0,0,0
527048,0,0,0,0,0,0,0,32,0,0,0,3
527049,0,0,0,0,20,0,12,0,10,0,42,0
527054,0,0,0,0,0,0,0,33,0,0,0,0
527055,0,0,0,0,0,0,0,4,0,0,0,4
532077,0,0,0,0,0,0,0,66,0,0,0,66
533167,0,0,0,0,0,0,0,5,0,0,0,0
534606,0,0,0,0,12,1,0,0,2,0,14,0
534910,0,0,0,0,0,0,0,6,0,0,0,6
541600,0,0,0,0,0,0,0,0,0,31,0,0
541640,0,0,0,0,0,0,0,1,0,0,0,1
541645,0,0,0,0,12,24,0,0,92,0,104,0
541650,5,45,14,0,0,0,3,3,7,21,10,3
542255,0,0,0,0,63,0,0,0,0,0,63,0
542303,0,0,0,0,0,0,129,0,0,0,129,0
542340,0,111,0,0,0,1,0,0,0,97,0,0
542364,0,0,0,0,3,0,20,0,6,0,29,0
542436,0,4,3,0,0,0,0,0,0,0,0,0
542454,44,17,8,0,27,1,16,0,15,9,58,0
542583,75,0,2,0,0,13,0,0,0,0,0,0
542585,0,0,0,0,0,0,0,35,0,0,0,35
542866,0,0,0,0,0,0,0,15,0,0,0,15
542881,0,0,0,0,0,0,0,5,0,0,0,0
542882,0,0,0,0,0,0,0,54,0,0,0,54
542888,0,0,0,0,0,0,0,55,0,0,0,55
542914,0,0,0,0,0,0,0,44,0,0,0,44
542921,5,8,10,0,0,9,13,0,0,41,13,0
542932,0,0,20,0,21,0,7,0,1,32,29,0
542947,0,0,0,0,0,0,0,53,0,0,0,52
542953,0,0,0,0,0,0,0,28,0,0,0,27
542960,0,0,0,0,0,0,0,58,0,0,0,58
542979,0,0,0,0,65,3,21,0,9,0,95,0
543001,0,0,0,0,0,0,0,9,0,0,0,0
543022,0,0,0,0,0,0,0,38,0,0,0,33
543037,0,0,0,0,0,0,0,33,0,0,0,0
543045,0,0,0,0,0,0,0,60,0,0,0,60
543063,0,0,0,0,0,0,0,0,0,142,0,0
543068,117,0,0,0,0,4,0,0,0,0,0,0
543089,1,0,0,6,0,0,0,1,0,0,0,1
543101,0,0,0,0,0,0,0,31,0,0,0,0
543105,0,0,0,0,0,0,50,0,1,0,51,0
543118,0,0,0,0,0,0,0,50,0,0,0,50
543135,0,0,0,0,0,0,0,23,0,0,0,11
543148,0,0,0,29,0,0,0,1,0,0,0,1
543169,0,0,0,0,0,0,0,11,0,0,0,10
543193,0,0,0,0,0,0,0,18,0,0,0,18
543194,0,0,0,0,13,0,4,0,2,0,19,0
543208,0,0,0,0,0,0,0,52,0,0,0,52
543219,0,0,0,0,0,0,0,1,0,0,0,0
543228,1,0,0,93,0,0,0,0,0,0,0,0
543243,0,0,0,0,0,0,0,31,0,0,0,0
543257,0,0,0,0,1,0,112,0,20,0,133,0
543272,0,0,0,0,0,0,0,60,0,0,0,60
543278,0,0,0,0,0,0,0,39,0,0,0,39
543281,0,34,0,0,0,1,0,0,0,0,0,0
543294,0,0,0,0,0,0,0,30,0,0,0,0
543302,0,0,0,25,0,0,3,0,0,0,3,0
543305,0,0,0,0,58,1,0,0,0,0,58,0
543308,29,0,0,60,0,2,0,0,0,0,0,0
543309,0,0,0,18,0,0,0,0,0,0,0,0
543333,157,0,0,0,0,1,0,0,0,0,0,0
543339,0,0,0,0,0,0,0,69,0,0,0,68
543343,0,0,0,0,0,0,0,6,0,0,0,6
543351,0,0,0,0,0,0,0,28,0,0,0,28
543359,0,0,0,0,0,0,0,8,0,0,0,8
543376,0,0,0,16,0,0,0,2,0,0,0,2
543377,0,13,3,0,0,1,0,0,1,0,1,0
543401,0,117,0,0,0,4,0,0,0,0,0,0
543432,0,0,0,5,0,0,0,0,0,0,0,0
543475,0,0,0,0,0,0,0,28,0,0,0,0
543483,0,0,0,0,0,0,0,50,0,0,0,50
543484,0,0,0,0,7,1,1,0,0,0,8,0
543507,0,0,0,0,0,0,0,65,0,0,0,65
543510,0,0,0,106,0,13,0,0,0,0,0,0
543521,0,0,0,0,0,0,0,35,0,0,0,27
543532,0,0,0,0,0,0,0,7,0,0,0,0
543543,0,13,19,0,0,0,16,0,1,1,17,0
543548,0,0,0,0,0,0,0,23,0,0,0,17
543557,0,0,0,0,0,0,0,33,0,0,0,20
543592,59,15,4,7,0,0,1,0,1,0,2,0
543606,0,0,0,0,0,0,0,30,0,0,0,0
543677,0,0,0,0,0,0,0,1,0,0,0,1
543685,0,1,146,0,0,0,0,0,0,0,0,0
543699,0,0,0,0,0,0,0,31,0,0,0,0
543734,0,0,0,0,0,0,0,2,0,0,0,2
543760,0,0,0,0,0,0,0,0,0,161,0,0
543766,0,0,0,0,0,0,0,70,0,0,0,70
543768,6,2,71,0,0,0,0,0,0,0,0,0
543776,0,0,0,0,3,1,7,1,10,0,20,1
543807,0,0,0,0,75,13,0,0,59,0,134,0
543829,0,111,0,0,0,1,0,0,0,2,0,0
543877,10,2,4,119,0,11,0,0,0,0,0,0
543883,0,0,0,0,0,0,0,32,0,0,0,31
543901,0,0,0,0,0,0,0,18,0,0,0,15
543903,0,0,0,0,0,0,0,12,0,0,0,12
543935,0,0,0,0,0,0,0,13,0,0,0,13
543939,0,147,0,0,0,0,0,0,0,0,0,0
544365,0,0,0,0,0,0,0,16,0,0,0,8
544369,0,0,0,0,0,1,0,0,0,80,0,0
544725,0,2,1,0,80,1,24,0,45,19,149,0
544727,0,0,0,0,0,0,0,66,0,0,0,66
544928,0,0,0,0,0,0,0,14,0,0,0,14
544931,0,0,0,0,0,0,0,33,0,0,0,0
545064,0,0,0,0,0,0,0,56,0,0,0,56
545121,0,48,14,0,0,0,1,0,1,4,2,0
545332,0,0,0,0,0,0,0,2,0,0,0,2
545333,0,0,0,0,0,0,0,34,0,0,0,0
545341,0,0,0,0,62,10,0,0,92,0,154,0
545350,0,0,0,0,109,6,0,0,0,0,109,0
545358,3,0,0,46,0,1,0,1,0,0,0,1
545361,0,0,0,0,122,12,0,0,0,0,122,0
546318,0,0,0,0,37,0,0,0,0,0,37,0
546990,0,0,0,0,2,2,6,0,5,0,13,0
546991,0,0,0,0,125,0,0,0,0,0,125,0
547004,12,1,114,0,0,1,0,0,0,0,0,0
547170,1,0,0,0,0,0,21,0,0,0,21,0
547172,0,8,1,112,0,0,0,0,0,0,0,0
547179,0,0,0,0,18,0,8,73,4,0,30,73
547180,0,0,0,0,0,2,0,0,152,0,152,0
547379,0,0,0,118,0,1,0,0,0,0,0,0
547888,0,0,0,0,0,0,0,32,0,0,0,1
547943,0,0,0,0,0,0,0,29,0,0,0,0
547973,0,0,0,0,0,0,0,60,0,0,0,60
547982,0,0,0,0,65,0,0,0,0,0,65,0
547989,125,0,0,0,0,34,0,0,0,0,0,0
548389,0,0,0,0,0,0,0,32,0,0,0,17
552640,0,0,0,0,0,0,0,37,0,0,0,30
553869,0,0,0,96,0,0,0,0,0,0,0,0
553878,0,0,0,0,0,0,0,56,0,0,0,56
553882,0,1,0,98,0,19,0,0,0,0,0,0
553902,15,2,13,21,0,2,3,0,6,0,9,0
553993,0,0,158,0,0,1,0,0,0,0,0,0
554340,0,0,0,0,0,0,0,64,0,0,0,64
554430,0,0,0,0,0,0,0,31,0,0,0,0
570240,0,0,0,0,0,0,0,22,0,0,0,15
570256,0,0,0,0,0,1,0,0,36,0,36,0
570267,0,0,0,0,0,17,59,0,42,0,101,0
570481,0,0,16,0,1,0,4,0,0,26,5,0
570482,1,0,123,0,0,3,1,0,0,0,1,0
570488,0,0,0,0,0,0,0,11,0,0,0,11
570560,0,149,0,0,0,0,0,0,0,0,0,0
570632,0,0,0,0,0,0,0,24,0,0,0,11
570663,0,0,0,0,0,0,0,71,0,0,0,70
570666,0,0,0,0,0,0,0,43,0,0,0,43
570731,0,113,0,0,0,4,0,0,0,0,0,0
571431,79,0,0,0,0,0,0,0,0,0,0,0
571437,0,0,0,0,16,0,14,1,6,0,36,1
571448,0,0,154,0,0,0,0,0,0,0,0,0
571466,3,0,0,102,0,0,0,0,0,0,0,0
571467,0,0,0,5,0,0,0,0,0,0,0,0
571506,37,0,0,0,0,2,0,0,0,0,0,0
571510,0,0,0,0,0,0,0,32,0,0,0,0
571539,0,0,0,0,0,0,0,11,0,0,0,6
571578,0,0,0,0,0,0,0,33,0,0,0,0
571595,0,0,0,0,0,0,1,0,0,0,1,0
571656,0,0,0,0,0,0,0,73,0,0,0,72
571657,18,41,12,15,0,1,0,1,0,1,0,1
571666,0,0,0,0,0,0,0,33,0,0,0,0
571670,0,0,0,0,0,0,0,50,0,0,0,50
571679,0,0,0,1,0,0,0,0,0,0,0,0
571697,0,36,0,0,0,0,0,0,0,0,0,0
571704,0,0,0,0,0,0,0,53,0,0,0,53
571710,0,0,0,0,0,0,0,58,0,0,0,58
571718,0,0,0,0,39,2,68,0,17,0,124,0
571735,0,0,0,0,0,0,0,20,0,0,0,20
571740,0,0,0,0,114,1,0,0,0,0,114,0
571745,0,0,0,0,24,1,0,0,43,0,67,0
571760,0,0,0,0,0,0,0,18,0,0,0,0
571771,2,85,1,0,20,0,10,0,17,11,47,0
571788,11,60,4,0,0,1,4,0,6,6,10,0
571858,0,0,0,0,0,0,0,34,0,0,0,34
571863,0,0,0,0,0,0,0,9,0,0,0,9
571875,24,0,36,0,0,1,0,0,0,0,0,0
571882,0,0,0,0,0,0,0,58,0,0,0,54
571901,0,0,0,0,0,0,0,4,0,0,0,4
571912,0,0,0,44,0,0,0,2,0,0,0,2
571917,0,0,0,0,0,0,0,20,0,0,0,20
571918,0,0,1,0,0,0,0,0,0,2,0,0
571927,0,0,0,0,0,0,0,32,0,0,0,2
571945,0,0,0,0,0,0,0,32,0,0,0,0
571946,0,0,0,0,0,0,0,19,0,0,0,11
571948,0,0,0,0,0,0,0,4,0,0,0,4
571970,65,70,35,0,0,0,0,0,0,0,0,0
571974,0,0,0,19,0,0,0,2,0,0,0,2
571976,7,0,2,0,66,0,98,0,5,0,169,0
571980,0,0,0,0,0,3,15,0,68,0,83,0
572008,0,25,13,0,7,0,2,1,6,10,15,1
572020,0,0,0,0,0,0,0,29,0,0,0,0
572021,0,0,0,0,0,0,0,12,0,0,0,12
572033,0,0,0,106,0,0,0,0,0,0,0,0
572039,0,0,0,0,0,2,0,0,90,0,90,0
572041,0,0,0,0,62,1,18,0,0,0,80,0
572044,0,0,0,0,0,0,0,7,0,0,0,7
572070,0,0,0,0,0,0,0,3,0,0,0,0
572073,0,0,0,0,16,0,26,0,25,0,67,0
572086,0,0,0,0,0,0,0,3,0,0,0,3
572096,0,0,0,0,0,0,0,22,0,0,0,22
572122,0,0,104,0,0,1,0,0,0,0,0,0
572125,0,0,0,0,0,0,0,10,0,0,0,10
