mlbam_id,W,L,CG,SHO,SV,BS,HLD,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP
467008,2,6,0,0,3,2,28,68.0,39,24,22,5,29,6,81,4,0,6
461325,5,4,0,0,19,6,8,71.0,49,25,23,8,31,2,64,4,0,6
605228,6,1,0,0,0,0,0,64.2,61,21,21,4,14,0,79,2,0,2
521230,5,0,0,0,0,2,7,64.2,59,23,21,3,11,1,71,2,0,4
518516,18,9,4,2,0,0,0,218.1,181,73,71,21,39,2,234,7,0,1
572038,0,2,0,0,0,0,0,27.2,28,9,9,4,14,1,25,0,1,0
519151,3,2,0,0,0,0,4,27.2,27,9,9,0,12,1,22,0,0,2
543331,8,2,0,0,1,6,18,64.1,44,24,21,7,31,1,52,2,0,3
451085,1,4,0,0,0,2,2,49.0,38,18,16,5,20,3,56,3,0,2
276351,3,4,0,0,24,2,0,33.2,28,13,11,2,10,1,45,0,0,2
453646,4,3,0,0,2,0,1,61.0,50,21,20,6,21,2,55,2,0,1
543766,3,3,0,0,2,4,23,64.0,59,24,21,8,19,1,54,1,0,3
455374,4,1,0,0,1,1,9,57.1,39,19,19,4,26,2,64,3,0,8
489265,0,5,0,0,2,2,34,57.1,51,20,19,3,10,2,71,1,0,4
592102,2,5,0,0,34,4,0,69.1,56,26,23,2,25,2,99,2,0,9
474521,6,4,0,0,35,2,6,72.1,66,25,24,9,17,5,76,2,0,0
592527,0,0,0,0,0,0,0,3.0,2,1,1,1,2,0,1,0,0,0
543506,7,4,0,0,0,1,12,51.0,39,19,17,3,15,1,39,1,0,1
502083,4,4,0,0,1,1,13,69.0,70,28,23,7,23,4,84,3,0,3
593372,14,7,0,0,0,0,1,179.2,168,65,60,13,63,5,184,8,1,8
491646,2,3,0,0,0,3,7,74.2,82,28,25,4,17,4,50,2,0,3
458708,7,2,2,0,0,0,0,65.2,47,22,22,13,8,0,57,2,0,1
641627,4,2,0,0,0,4,14,47.2,43,18,16,2,16,3,27,3,0,1
571946,6,17,2,2,0,0,0,205.1,183,82,69,13,73,8,171,6,2,5
458681,12,11,0,0,0,0,0,175.1,172,66,59,13,68,5,167,5,0,2
518693,0,0,0,0,0,0,12,38.1,31,13,13,4,25,0,40,3,0,0
594736,7,3,1,0,0,0,0,91.1,77,32,31,9,24,1,44,1,1,0
432934,11,6,0,0,0,1,2,123.1,91,44,42,16,43,0,83,0,0,5
592815,0,1,0,0,0,0,2,14.2,13,5,5,2,8,1,20,0,0,3
429719,4,3,0,0,1,1,5,55.2,44,25,19,4,21,1,40,1,1,5
543278,5,3,0,0,0,3,13,61.1,61,23,21,2,22,2,55,1,0,5
592741,6,2,0,0,0,1,10,58.1,49,21,20,10,33,2,64,1,0,4
502381,7,3,0,0,31,5,0,61.0,48,24,21,5,10,2,59,2,0,1
431148,7,11,0,0,0,0,0,183.0,162,77,63,20,59,0,155,9,2,5
458677,5,0,0,0,0,2,29,61.0,49,21,21,3,20,0,66,2,0,4
608648,5,1,0,0,0,0,0,58.0,56,20,20,4,20,0,53,0,0,1
592767,5,2,0,0,0,0,0,66.2,58,24,23,11,20,0,77,1,0,2
462945,0,0,0,0,0,0,4,23.0,17,8,8,2,8,0,25,0,0,0
462136,13,8,0,0,0,0,0,181.0,134,67,63,24,55,2,131,5,0,2
457768,5,4,0,0,0,2,18,63.0,67,26,22,3,26,0,47,3,0,2
456776,0,0,0,0,1,1,7,34.1,26,16,12,6,26,1,35,1,0,3
459967,0,2,0,0,0,1,3,20.0,16,9,7,2,7,0,15,0,0,0
608641,1,0,0,0,0,0,0,31.1,28,12,11,3,10,2,29,1,0,1
612272,0,0,0,0,0,0,1,5.2,5,2,2,1,2,0,5,0,0,0
462985,4,2,0,0,0,0,8,62.1,58,24,22,4,14,0,41,4,2,6
434718,3,3,0,0,40,5,0,62.1,52,22,22,7,20,5,57,0,0,6
491159,1,3,0,0,0,0,6,22.2,23,8,8,1,12,0,26,0,0,0
150359,9,7,0,0,0,0,0,164.0,174,64,58,11,49,2,143,11,1,6
643327,5,1,0,0,0,0,0,36.2,29,13,13,4,17,1,34,3,0,2
452666,2,2,0,0,13,2,8,62.0,56,24,22,3,29,3,60,2,0,2
444436,1,0,0,0,0,0,1,50.2,46,21,18,4,12,2,31,2,0,1
519166,1,0,0,0,0,0,2,14.0,12,5,5,1,6,0,15,0,0,2
592717,7,6,0,0,0,1,10,92.1,74,35,33,9,44,2,61,3,0,8
608349,0,0,0,0,0,1,3,50.1,44,18,18,8,17,1,58,2,0,1
621121,6,7,1,0,0,0,0,125.2,106,49,45,10,43,2,129,5,1,8
502042,12,13,1,1,0,0,0,212.0,175,85,76,19,66,0,252,3,0,13
592789,9,7,0,0,0,0,0,150.0,126,60,54,19,31,2,166,3,0,6
517414,8,4,0,0,1,2,12,72.0,63,28,26,7,33,2,73,1,0,7
453329,7,7,1,0,0,0,0,113.1,114,48,41,6,23,0,107,5,0,3
115629,3,1,0,0,3,2,7,38.2,44,16,14,4,7,1,34,0,0,1
464416,0,2,0,0,0,0,0,19.1,23,8,7,2,3,0,13,0,0,0
475115,10,12,1,0,0,0,0,196.0,172,78,71,9,84,3,212,8,0,14
572193,0,2,0,0,1,0,0,33.0,23,14,12,8,6,0,22,3,0,2
476589,7,7,0,0,1,0,3,131.1,114,51,48,10,39,1,104,7,0,7
518858,2,2,0,0,0,1,6,19.0,12,7,7,5,6,0,27,0,0,0
450282,3,5,0,0,32,3,3,57.0,58,21,21,9,10,2,54,0,0,4
554340,3,5,0,0,1,5,11,56.2,44,23,21,8,10,1,68,2,0,1
452657,11,12,1,0,0,0,0,205.0,183,83,76,16,47,0,207,7,0,8
612672,11,8,0,0,0,0,0,191.1,192,78,71,28,41,0,153,5,0,3
605304,3,1,0,0,0,0,0,35.0,32,14,13,8,17,0,30,1,0,3
543606,9,9,0,0,0,0,0,169.1,149,65,63,18,46,0,150,3,1,5
534910,6,6,1,1,0,0,0,96.2,88,46,36,5,25,1,64,8,0,7
520980,4,2,0,0,0,3,11,51.0,47,22,19,4,11,1,60,1,1,1
500779,9,10,1,1,0,0,0,206.1,218,81,77,16,44,4,177,8,0,5
452027,0,0,0,0,0,0,0,2.2,1,1,1,1,2,0,1,0,0,0
542587,2,1,0,0,0,0,2,34.2,29,17,13,1,19,1,34,0,0,2
468504,2,1,0,0,0,0,0,26.2,24,11,10,4,10,0,21,0,0,0
502087,0,0,0,0,0,0,1,5.1,4,2,2,1,3,0,8,0,0,0
434538,12,7,0,0,0,0,0,186.2,155,75,70,15,70,1,205,5,1,10
592665,3,3,0,0,4,4,14,56.0,58,21,21,3,19,6,51,0,0,2
519301,1,1,0,0,0,0,1,21.1,25,11,8,2,4,2,17,1,0,0
461872,0,0,0,0,0,0,0,13.1,18,9,5,1,4,1,13,0,0,0
434378,5,8,1,1,0,0,0,133.1,113,56,50,13,32,1,113,3,0,2
608379,17,7,0,0,0,0,0,181.1,162,74,68,19,58,4,153,6,1,4
519242,13,11,1,0,0,0,0,208.2,185,88,79,23,42,0,274,13,0,7
425840,1,0,0,0,0,0,6,63.1,58,26,24,12,22,2,58,4,0,2
502085,6,5,0,0,34,7,0,63.1,46,27,24,7,13,2,86,1,0,4
435043,3,6,0,0,1,2,26,60.2,47,26,23,9,32,4,66,3,0,0
451596,13,11,0,0,0,0,0,184.1,193,76,70,15,68,0,121,1,0,10
543881,1,3,0,0,0,0,0,50.0,57,24,19,6,12,2,29,3,1,0
453222,1,1,0,0,0,0,0,36.2,40,19,14,2,13,2,27,3,0,4
519322,2,2,0,0,29,5,5,55.0,45,23,21,4,16,2,67,5,0,2
456501,11,13,2,2,0,0,0,212.0,194,87,81,21,46,1,176,8,4,0
517593,14,10,0,0,0,0,0,185.0,156,79,71,23,53,1,195,7,2,3
544931,11,7,0,0,0,0,0,127.1,115,56,49,14,26,0,155,3,0,4
543859,0,0,0,0,0,0,5,23.1,21,9,9,4,9,2,19,1,0,1
493247,1,0,0,0,0,1,3,10.1,12,5,4,1,0,0,8,0,1,0
446372,9,16,4,0,0,0,0,222.0,189,92,86,22,45,3,245,11,1,6
571760,6,4,0,0,0,0,0,105.2,99,41,41,9,28,1,78,6,0,4
501625,4,3,0,0,0,1,7,67.0,58,29,26,5,23,4,59,5,0,1
592869,2,2,0,0,0,0,0,36.0,39,14,14,1,11,1,13,1,0,0
547888,12,7,1,0,0,0,0,154.0,126,66,60,25,27,0,139,1,0,4
472610,4,6,0,0,2,2,16,66.2,72,28,26,4,37,8,63,0,1,6
592662,5,12,0,0,0,0,0,127.2,121,56,50,9,49,3,119,8,0,2
433587,18,9,2,2,0,0,0,201.2,180,80,79,23,58,0,191,9,0,10
547874,9,5,1,1,0,0,0,129.2,117,53,51,18,21,1,111,1,0,1
450172,13,9,1,0,0,0,0,200.1,190,89,79,16,72,1,155,8,0,3
451661,4,1,0,0,0,2,5,50.2,39,20,20,2,19,3,67,1,0,1
502272,4,6,0,0,0,4,18,63.1,61,26,25,6,8,0,41,0,0,0
592390,2,0,0,0,0,0,1,25.1,25,10,10,5,9,2,15,0,0,1
605135,1,8,0,0,0,0,0,86.0,78,36,34,5,30,0,64,9,0,5
544759,0,1,0,0,1,2,4,43.0,32,19,17,7,14,0,31,1,0,2
605232,5,2,0,0,0,1,0,48.0,37,19,19,8,21,0,45,1,0,0
518553,2,6,0,0,4,5,6,55.1,55,26,22,4,27,3,48,1,0,1
408241,8,6,0,0,0,0,0,110.2,99,45,44,12,25,1,78,2,1,2
501925,5,5,0,0,5,4,32,65.1,64,26,26,4,19,4,57,2,0,1
502327,9,9,0,0,0,0,0,180.2,156,80,72,29,71,5,162,10,3,1
548337,1,2,0,0,1,1,0,47.2,34,20,19,6,15,4,39,2,0,1
605400,6,2,0,0,0,0,0,77.2,74,31,31,11,19,1,68,2,0,0
571578,6,5,0,0,0,0,0,85.0,91,34,34,9,17,0,78,2,0,4
594987,1,0,0,0,0,0,0,5.0,4,2,2,1,1,0,5,0,0,0
429717,11,9,0,0,0,0,0,187.1,174,79,75,31,38,2,132,8,0,5
457918,11,8,0,0,0,0,0,172.0,173,71,69,16,45,4,151,2,0,6
491708,5,1,0,0,0,1,15,74.2,63,31,30,7,29,2,73,6,1,6
493159,1,1,0,0,0,0,0,32.1,30,14,13,5,11,1,31,1,0,1
502211,6,6,0,0,0,0,0,109.1,104,49,44,11,45,3,98,1,1,6
450212,3,6,0,0,1,3,28,54.2,49,25,22,8,12,1,51,2,0,1
471911,14,12,3,1,0,0,0,183.2,154,75,74,18,43,2,216,5,0,5
502593,4,3,0,0,2,1,12,52.0,56,21,21,2,18,4,33,1,0,2
605452,5,5,0,0,0,0,0,76.2,64,33,31,7,21,0,69,2,0,1
430935,13,8,2,1,0,0,0,212.1,190,88,86,22,62,3,215,10,4,9
572070,15,12,1,1,0,0,0,207.1,181,94,84,20,76,2,176,5,0,17
519455,13,10,0,0,0,0,0,201.2,204,89,82,24,39,3,164,8,1,2
519141,5,6,0,0,3,3,12,86.0,71,44,35,8,31,1,82,3,0,2
518771,2,1,0,0,0,0,0,27.0,30,14,11,4,13,0,15,0,0,2
570663,4,3,0,0,0,4,12,54.0,37,27,22,8,18,1,61,2,1,2
592804,0,2,0,0,0,0,1,34.1,31,22,14,7,12,1,34,3,1,3
433589,1,1,0,0,1,0,0,76.0,75,32,31,11,15,2,59,1,0,3
501992,7,5,0,0,0,0,0,147.0,132,62,60,19,56,1,145,5,0,15
444836,1,0,0,0,0,0,0,7.1,8,3,3,1,3,1,3,1,0,0
449079,0,0,0,0,0,0,1,7.1,6,4,3,1,3,1,5,0,0,0
501822,3,5,0,0,4,2,13,39.0,35,19,16,4,13,2,45,3,0,3
474463,10,9,1,0,0,0,0,180.1,194,82,74,18,46,2,116,2,2,4
571666,7,10,1,1,0,0,0,180.1,162,83,74,24,64,5,180,6,0,8
502190,11,10,2,1,0,0,0,192.0,174,80,79,22,49,5,119,3,2,6
605200,3,2,0,0,0,0,0,34.0,26,14,14,2,15,0,24,0,0,0
502202,4,10,0,0,41,6,2,63.0,54,29,26,9,32,5,74,2,1,5
456027,3,1,0,0,1,1,7,19.1,21,8,8,4,7,2,19,0,0,0
460024,1,1,0,0,1,1,6,50.2,49,23,21,7,16,0,49,1,0,3
573064,1,5,0,0,0,0,4,89.0,90,38,37,15,22,2,81,5,2,3
544993,2,6,0,0,2,3,19,67.1,45,31,28,8,26,3,61,2,0,4
434628,10,7,0,0,0,0,0,170.2,158,79,71,23,40,4,172,6,0,10
607074,9,6,1,0,0,0,0,139.1,130,63,58,11,71,0,139,8,0,7
541640,11,6,0,0,0,0,0,163.1,145,73,68,16,40,0,126,9,0,3
592398,0,0,0,0,0,0,0,12.0,14,5,5,2,4,0,9,1,0,0
544928,3,1,0,0,0,0,0,60.0,59,29,25,12,15,0,60,1,0,4
476570,0,0,0,0,0,0,0,12.0,15,6,5,0,6,1,6,0,0,0
596057,3,2,0,0,0,0,0,60.0,53,31,25,9,19,0,45,2,0,3
543045,4,1,0,0,0,0,0,67.0,65,28,28,7,21,1,59,3,0,0
543380,9,8,1,0,0,0,0,119.1,106,55,50,11,47,1,107,8,0,8
542866,2,0,0,0,1,0,0,33.1,37,15,14,2,13,0,23,0,0,1
461829,11,8,0,0,0,0,0,175.2,181,79,74,8,69,3,169,4,0,4
518567,4,6,1,1,1,0,1,121.0,129,53,51,18,24,2,63,1,0,1
593576,2,2,0,0,0,0,2,40.1,38,19,17,8,10,0,41,4,0,3
279824,15,8,4,1,0,0,0,198.2,214,100,84,22,33,4,91,7,0,0
607374,3,2,0,0,0,0,0,37.2,40,18,16,2,10,0,38,0,0,0
453385,4,2,0,0,0,0,2,42.1,47,18,18,3,7,1,22,1,0,4
518813,3,2,0,0,32,5,0,44.2,39,20,19,2,26,1,49,0,0,7
451775,4,2,0,0,0,2,6,58.2,43,27,25,4,24,1,65,1,0,4
502043,11,11,1,0,0,0,0,194.2,186,88,83,18,65,6,145,7,0,7
622072,12,12,0,0,0,0,0,189.2,198,86,81,15,59,4,139,4,1,6
475243,5,4,0,0,4,0,3,100.2,86,48,43,11,39,5,118,1,0,2
593958,10,6,0,0,0,0,0,121.2,120,55,52,13,37,1,98,4,1,4
605218,0,0,0,0,0,0,0,4.2,3,3,2,0,3,0,4,0,0,0
543339,4,3,0,0,4,2,21,67.2,64,34,29,7,25,2,71,0,0,5
504379,1,3,0,0,1,2,14,58.1,59,25,25,1,32,6,65,1,0,2
543726,0,2,0,0,6,2,12,60.2,59,28,26,7,20,2,53,3,0,1
621962,1,1,0,0,0,0,0,23.1,20,11,10,2,11,0,23,0,0,1
595014,2,5,0,0,0,3,10,67.2,62,32,29,4,32,6,65,2,0,4
450351,8,8,0,0,0,0,0,132.0,118,59,57,13,46,2,110,10,1,11
543521,19,7,0,0,0,0,0,203.2,207,89,88,19,53,2,171,9,0,5
592346,4,6,1,1,0,0,0,67.0,49,33,29,6,32,1,30,3,1,2
572020,3,4,0,0,0,0,0,67.0,67,34,29,8,29,1,56,0,0,5
448159,1,2,0,0,0,1,6,32.1,32,15,14,2,6,1,23,0,0,1
444857,5,5,0,0,0,0,0,108.1,115,49,47,13,27,1,61,0,0,8
285079,11,11,2,0,0,0,0,214.1,195,97,93,25,61,1,126,11,2,9
435400,8,1,0,0,6,1,9,48.1,48,21,21,4,11,5,34,2,0,2
448306,13,7,0,0,0,0,0,202.1,189,93,88,33,81,5,216,9,1,7
543548,9,5,0,0,1,0,0,128.2,128,64,56,17,36,1,91,1,0,3
488674,2,4,0,0,0,3,7,66.1,71,30,29,4,20,4,36,0,0,0
