mlbam_id,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,SH,SF
453268,1,1,1,0,0,0,0,0,0,0,0,0,0,0
488984,1,1,1,0,0,0,0,0,0,0,0,0,0,0
666139,1,0,1,0,0,0,0,1,0,1,0,0,0,0
656818,1,1,1,0,0,0,2,0,0,0,0,0,0,0
500779,1,0,1,0,0,0,0,0,0,1,0,0,0,0
528748,6,1,3,0,0,1,5,0,0,0,1,0,0,1
664076,2,0,1,1,0,0,0,0,0,0,1,0,1,0
640455,4,0,2,1,0,0,0,0,0,0,1,0,1,0
663474,2,0,1,0,0,0,0,0,0,0,0,0,0,0
641927,2,0,1,0,0,0,0,0,0,0,0,0,0,0
615698,2,0,1,0,0,0,0,0,0,0,0,0,0,0
656883,2,1,1,1,0,0,0,0,0,0,0,0,0,0
645305,4,0,2,2,0,0,0,0,0,0,0,0,0,0
656954,2,0,1,0,0,0,0,0,0,0,1,0,0,0
608723,2,1,1,0,0,0,0,0,0,0,1,1,0,0
676477,2,0,1,0,0,0,0,0,0,0,1,0,0,0
657141,2,0,1,0,0,0,0,0,0,0,1,0,0,0
666179,9,4,4,1,0,1,3,0,0,1,3,0,0,0
543089,5,0,2,0,0,0,0,0,0,1,0,0,0,0
595191,5,0,2,0,0,0,0,0,0,0,0,0,3,0
656302,8,1,3,1,0,0,0,0,0,0,3,0,0,0
594798,33,4,12,1,0,0,6,0,0,0,9,0,0,0
445055,14,2,5,0,0,0,1,0,0,0,2,0,0,0
673357,275,42,93,22,1,13,43,6,1,14,61,5,0,2
676265,3,0,1,0,0,0,0,0,0,0,1,0,0,0
663698,6,1,2,0,0,0,1,0,0,0,2,0,0,0
641360,3,0,1,0,0,0,0,0,0,0,2,0,0,0
571510,3,0,1,0,0,0,0,0,0,1,1,0,1,0
547176,3,1,1,0,0,1,4,0,0,0,2,0,0,0
622668,3,0,1,0,0,0,1,0,0,1,0,0,0,0
664199,3,0,1,0,0,0,0,0,0,0,2,0,0,0
665833,9,2,3,0,0,1,3,0,0,0,4,0,0,0
621008,6,2,2,0,0,0,1,0,0,1,2,0,0,0
446321,3,0,1,0,0,0,0,0,0,0,2,0,0,0
643290,3,0,1,1,0,0,1,0,0,0,2,0,0,0
641540,3,0,1,0,0,0,0,0,0,0,1,0,1,0
607188,3,1,1,1,0,0,0,0,0,0,1,0,0,0
571760,3,1,1,0,0,0,0,0,0,1,2,0,0,0
675921,6,0,2,1,0,0,0,0,0,0,3,0,1,0
641712,3,1,1,0,0,0,0,0,0,1,2,0,0,0
621076,3,1,1,0,0,0,0,0,0,0,2,0,1,0
628317,3,2,1,0,0,0,0,0,0,0,1,0,1,0
595375,6,1,2,0,0,0,0,0,0,0,0,0,0,0
640464,3,0,1,0,0,0,0,0,0,0,1,0,0,0
458708,3,0,1,0,0,0,0,0,0,1,1,0,1,0
545361,117,23,39,8,1,8,18,2,0,27,41,2,0,0
657140,3,1,1,1,0,0,0,0,0,0,1,0,0,0
607208,595,107,195,34,3,28,77,32,5,41,110,6,0,4
643524,242,44,79,20,1,14,43,2,1,16,41,1,0,0
572008,43,9,14,4,3,1,5,2,1,7,15,0,0,0
663837,71,11,23,3,1,2,6,2,0,4,20,1,0,1
493329,530,83,169,31,0,15,81,1,1,59,68,4,0,12
663845,44,7,14,1,0,1,3,0,0,4,16,1,0,0
606466,340,52,108,29,1,14,50,2,0,31,60,2,0,1
518960,19,2,6,1,0,0,3,0,0,3,4,0,1,0
665742,502,111,157,20,2,29,95,9,7,145,93,2,0,5
488726,469,68,146,29,3,8,47,1,0,33,53,5,0,1
665489,604,123,188,29,1,48,111,4,1,86,110,6,0,2
669289,222,32,69,13,1,2,17,6,1,22,30,1,1,0
516782,467,89,145,27,3,12,55,47,5,43,99,13,1,2
547180,488,101,151,42,1,35,84,13,3,100,134,5,2,4
641313,527,94,163,29,2,17,61,18,7,22,119,1,0,1
592206,531,95,164,38,1,34,100,3,1,41,121,7,0,6
657136,13,3,4,1,1,0,1,0,0,1,7,0,0,0
621439,235,50,72,23,0,19,32,9,1,13,62,6,0,0
608369,353,54,108,22,3,16,57,1,1,48,66,5,0,3
624428,577,83,176,36,5,5,43,10,5,48,69,10,3,1
663611,200,30,61,10,4,2,21,1,2,11,17,3,0,1
608385,423,77,129,32,1,24,71,1,0,53,75,9,0,0
642350,46,10,14,0,1,4,9,3,1,1,17,2,0,0
457763,395,68,120,23,0,18,56,0,0,56,87,1,0,2
663586,590,91,179,33,1,33,107,0,1,52,168,12,0,8
668804,559,93,169,35,8,24,90,5,2,75,119,8,0,4
663538,149,13,45,10,0,0,16,5,3,17,25,3,0,1
664314,20,3,6,2,0,1,2,1,0,5,6,0,0,0
518692,600,120,180,25,2,31,83,8,3,85,107,8,0,2
571912,30,6,9,4,0,0,3,0,0,3,7,1,0,0
670032,497,78,149,21,6,2,43,22,1,49,74,4,12,3
666182,640,121,191,30,1,29,102,25,1,40,137,6,0,4
543063,483,79,144,30,3,24,90,11,3,56,105,5,0,5
572041,384,53,114,27,1,21,69,9,1,30,80,6,0,2
650559,199,17,59,7,2,5,19,1,1,18,53,1,0,1
606192,550,92,163,29,0,32,116,12,4,36,148,7,0,2
593428,529,90,156,34,1,23,79,5,1,62,113,5,0,7
663656,506,83,149,37,3,30,92,14,2,53,90,1,0,5
650333,428,58,126,17,6,2,42,2,2,43,48,2,0,6
502671,603,102,177,36,2,31,99,12,0,67,136,4,0,5
607043,325,51,95,17,3,8,28,5,4,54,79,5,2,0
664034,571,85,166,32,1,18,73,0,0,46,106,27,0,6
656775,602,91,175,37,5,30,59,30,8,59,125,8,1,4
542364,296,44,86,14,2,11,33,12,6,30,70,2,2,0
663743,31,6,9,0,0,4,7,1,0,3,8,0,0,0
670770,31,9,9,1,0,1,2,0,0,4,2,0,0,1
