mlbam_id,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,SH,SF
471911,1,0,1,0,0,0,0,0,0,0,0,0,2,0
445197,1,0,1,0,0,0,0,0,0,0,0,0,0,0
594857,1,0,1,0,0,0,0,0,0,0,0,0,0,0
572038,1,0,1,1,0,0,1,0,0,0,0,0,0,0
543698,1,0,1,0,0,0,1,0,0,0,0,0,0,0
448614,1,1,1,0,0,0,0,0,0,0,0,0,0,0
425835,1,1,1,1,0,0,0,0,0,0,0,0,0,0
592166,3,0,2,1,0,0,0,0,0,1,0,0,0,0
502034,3,2,2,0,0,0,0,0,0,2,0,0,0,0
475416,3,0,2,0,0,0,1,0,0,0,1,0,0,0
460059,3,0,2,0,0,0,0,0,0,0,1,0,0,0
542908,2,1,1,0,0,1,1,0,0,0,0,0,0,0
605169,2,0,1,0,0,0,0,0,0,0,1,0,0,0
444857,2,0,1,0,0,0,0,0,0,0,1,0,0,0
451596,4,0,2,1,0,0,0,0,0,0,1,0,0,0
444836,2,0,1,0,0,0,0,0,0,0,1,0,0,0
592596,2,5,1,0,0,0,0,5,2,0,0,0,0,0
596057,2,1,1,0,0,1,2,0,0,1,1,0,0,0
434643,2,1,1,0,0,0,0,0,0,0,0,0,0,0
502188,2,0,1,0,0,0,0,0,0,0,1,0,0,0
519301,2,0,1,0,0,0,0,0,0,0,0,0,0,0
502023,2,0,1,0,0,0,0,0,0,0,0,0,0,0
605541,2,0,1,0,0,0,0,0,0,0,1,0,1,0
432934,4,0,2,0,0,0,3,0,0,0,1,0,0,0
457762,5,0,2,0,0,0,1,0,0,1,1,0,1,1
571761,25,6,10,2,0,2,8,0,1,2,5,0,0,1
598284,10,1,4,1,0,1,3,0,0,2,5,0,0,0
592774,10,2,4,1,0,0,3,0,0,0,3,0,0,0
545358,15,4,6,0,0,1,2,0,0,1,5,0,1,0
592274,8,0,3,1,0,0,3,0,0,1,2,0,0,0
554431,8,3,3,1,0,0,0,0,0,0,1,0,1,0
506997,8,2,3,0,0,0,0,0,0,1,3,0,0,0
541608,30,4,11,1,0,1,3,0,0,0,5,0,0,0
592620,49,11,17,2,0,6,14,1,1,5,21,0,0,0
408234,429,64,145,28,1,18,76,1,1,77,82,3,0,2
608369,98,17,33,8,1,4,17,2,0,14,19,1,0,0
506693,6,1,2,1,0,0,1,0,0,0,1,0,0,0
594742,6,0,2,1,0,0,0,0,0,0,3,0,0,0
542923,3,0,1,1,0,0,0,0,0,0,1,0,0,0
445926,3,0,1,0,0,0,0,0,0,0,2,0,2,0
518603,3,0,1,0,0,0,0,0,0,0,1,0,0,0
462136,6,0,2,0,0,0,0,0,0,0,2,0,0,0
571665,3,1,1,1,0,0,0,0,0,0,2,0,0,0
543219,6,1,2,0,0,0,0,0,0,0,3,0,0,0
518863,6,0,2,0,0,0,0,0,0,0,2,0,0,0
429400,3,0,1,0,0,0,0,0,0,0,0,0,0,0
516970,6,0,2,0,0,0,0,0,0,1,3,0,0,0
501245,6,0,2,0,0,0,0,0,0,1,1,1,0,0
605439,6,2,2,1,0,0,0,0,0,0,3,0,0,0
457449,15,2,5,2,0,0,1,0,0,1,6,0,0,0
543829,615,88,205,24,8,4,46,58,20,25,91,2,6,5
591720,6,1,2,1,0,0,1,0,0,1,1,0,1,0
457789,9,1,3,0,0,0,1,0,0,0,2,0,0,0
450351,6,0,2,0,0,0,0,0,0,0,1,0,0,0
547180,521,118,172,38,1,42,99,6,4,124,131,5,0,4
499624,333,55,107,19,1,15,54,2,0,22,96,3,0,2
502671,567,103,182,38,2,33,110,21,5,118,151,2,0,7
593428,613,84,196,35,3,7,81,10,2,32,101,3,3,3
457763,557,74,177,28,0,19,95,2,0,56,52,3,0,7
542583,19,0,6,1,0,0,2,0,0,0,7,1,0,0
425543,38,4,12,3,0,0,5,0,0,0,15,2,1,0
572041,609,111,192,39,6,20,76,39,7,53,89,2,0,9
488862,535,75,168,25,1,9,56,2,2,45,70,8,1,2
458015,545,95,171,33,2,29,80,11,3,143,135,5,0,2
514888,638,86,200,40,4,15,66,38,13,33,67,9,3,6
452035,67,10,21,5,0,3,6,1,0,4,20,0,0,0
596019,390,50,122,22,4,12,51,12,2,27,69,1,13,7
444482,462,61,144,26,10,17,78,9,4,44,107,4,0,7
605412,382,59,119,27,2,8,37,3,2,38,42,5,3,4
594838,106,19,33,9,1,3,15,2,1,9,16,2,0,1
488726,529,68,164,45,0,15,84,15,1,60,51,2,0,5
450317,71,9,22,3,0,6,17,0,0,1,22,0,0,1
408047,168,19,52,10,3,3,15,0,0,13,25,1,0,0
571771,202,24,62,12,2,7,22,0,2,11,46,2,1,2
456715,551,101,169,34,6,16,72,28,6,37,98,12,0,4
519184,592,84,181,22,7,2,45,31,7,32,64,2,5,3
425902,613,78,187,28,0,23,98,0,0,64,88,11,0,5
572039,233,29,71,15,4,7,39,2,1,20,56,1,0,2
581527,217,38,66,18,0,8,35,3,1,18,43,2,0,1
572816,224,30,68,18,2,10,31,0,1,10,56,0,0,0
542255,524,73,159,27,5,6,45,21,10,26,58,4,2,5
605509,178,23,54,6,3,2,20,5,4,14,40,1,0,0
593647,33,5,10,3,1,0,1,1,0,1,7,0,0,0
543401,565,86,171,43,7,9,52,12,8,57,107,9,4,6
608701,43,3,13,3,0,2,5,2,0,3,7,0,0,0
477165,96,14,29,6,0,5,16,0,0,10,31,1,0,0
443558,590,90,178,22,1,44,93,3,2,59,164,5,0,1
518934,564,85,170,21,5,6,61,23,3,50,107,1,3,2
452655,246,38,74,17,0,5,22,11,0,25,26,1,1,2
430605,173,22,52,16,1,8,29,0,0,23,44,4,0,1
460026,366,45,110,21,5,10,43,5,6,21,76,1,0,1
578428,416,44,125,17,3,2,23,11,8,25,44,6,4,3
592885,476,63,143,30,2,7,44,16,5,47,101,2,0,0
608641,10,1,3,1,0,0,0,0,0,0,0,0,1,0
593871,10,1,3,0,0,0,1,1,0,2,1,0,0,0
150229,407,38,122,24,1,9,49,0,2,19,37,7,0,3
545361,575,104,172,32,6,41,90,11,7,92,158,10,0,5
543333,599,98,178,33,5,18,93,7,3,61,108,3,1,3
546318,495,64,147,30,3,8,41,16,8,28,129,8,5,1
518626,620,122,184,41,2,41,123,6,0,73,133,6,2,10
435079,624,94,185,35,7,11,73,10,6,43,80,3,0,5
595386,152,22,45,6,2,4,16,0,0,15,34,2,0,0
455976,612,73,181,38,1,3,53,2,1,70,83,3,0,1
435062,464,64,137,22,2,9,54,6,2,27,82,2,1,1
543484,105,22,31,5,1,9,19,4,3,6,31,3,1,0
572204,122,17,36,8,3,5,16,1,0,13,26,0,0,0
622110,573,77,169,28,6,12,77,12,0,30,96,5,2,2
465041,451,56,133,17,5,7,43,1,1,46,94,8,4,1
542993,520,70,153,18,9,5,42,26,8,26,81,6,1,2
408252,588,69,173,19,2,12,70,23,3,27,68,4,1,3
444843,395,54,116,20,7,14,53,2,3,43,75,4,0,3
457759,385,55,113,26,1,16,60,5,2,36,71,13,1,4
518792,547,79,160,33,4,13,60,23,3,56,90,2,0,3
429711,171,27,50,11,0,15,35,0,0,14,54,3,0,1
433217,233,32,68,22,3,7,25,1,1,21,44,4,3,0
502009,24,1,7,0,0,0,1,0,0,0,7,0,10,0
457705,566,91,165,36,3,23,96,11,5,98,133,12,0,9
605141,597,92,174,42,8,18,77,21,6,46,82,2,3,6
456030,381,46,111,19,1,12,42,2,2,38,51,2,1,3
493316,633,101,184,42,6,35,105,7,5,33,141,5,0,5
467827,547,83,159,36,5,14,51,14,4,28,92,5,4,5
453923,327,59,95,19,3,5,26,13,5,40,59,2,0,3
547989,613,88,178,34,3,30,101,0,0,39,140,15,0,1
434778,569,81,165,41,2,22,106,0,0,58,103,8,0,4
502143,345,59,100,23,1,18,66,2,2,29,80,1,1,2
518568,107,8,31,5,0,0,6,3,2,11,17,0,1,0
502261,145,17,42,10,2,2,16,4,1,10,27,0,1,1
595879,76,4,22,6,0,1,4,1,2,4,24,0,0,0
467798,38,2,11,0,0,0,4,0,1,2,7,1,0,0
431151,152,24,44,7,0,5,17,2,1,22,36,0,0,0
455755,159,9,46,8,0,0,15,0,0,6,29,2,3,2
445988,500,52,144,22,2,9,63,1,0,37,68,5,1,8
134181,567,83,163,32,4,18,83,1,0,41,65,3,0,8
628356,421,60,121,24,2,15,58,5,4,28,99,17,0,1
571448,616,97,177,43,4,42,130,2,5,34,110,4,0,11
493114,355,42,102,12,3,5,26,14,5,30,25,6,1,0
502182,101,11,29,4,2,2,15,0,0,4,13,0,0,0
543281,418,57,120,29,1,4,28,10,8,19,71,7,3,2
594809,610,98,175,28,9,14,56,18,8,58,131,14,5,2
429664,624,82,179,34,1,21,79,2,6,43,107,3,0,4
516782,579,84,166,30,2,19,81,30,10,27,123,19,3,5
453568,614,93,176,31,9,17,58,43,13,46,112,13,5,4
444379,185,23,53,17,0,5,22,1,2,28,39,1,0,2
592518,633,102,181,30,1,35,86,20,8,70,111,4,2,4
457926,35,4,10,3,0,0,3,0,0,0,3,0,0,1
571927,14,1,4,1,0,0,5,0,0,0,1,0,0,0
543569,7,1,2,1,0,0,1,0,0,0,3,0,0,0
592863,21,3,6,3,0,1,3,0,0,1,3,0,0,0
460075,506,87,144,27,3,25,84,24,4,54,115,4,0,3
542340,116,18,33,7,1,2,11,7,2,10,29,0,1,1
519058,549,73,156,34,1,22,82,1,2,43,76,13,4,5
592710,74,11,21,1,0,1,10,0,0,5,26,2,1,3
606466,219,25,62,14,3,2,17,8,4,24,43,0,2,2
461815,361,38,102,18,1,10,50,0,2,20,49,1,1,5
475174,354,50,100,18,1,5,31,2,5,42,48,3,0,3
543633,39,5,11,3,0,0,2,1,0,1,6,0,0,0
456488,188,23,53,14,1,4,20,8,4,12,29,1,2,1
502110,596,93,168,33,2,38,102,3,2,53,178,5,0,3
500743,142,13,40,7,1,1,17,0,1,11,16,0,2,2
523253,540,69,152,33,2,17,68,9,4,55,111,14,0,6
592407,64,3,18,5,0,2,13,0,0,1,13,0,0,0
588751,470,54,132,17,6,5,48,7,2,23,78,2,0,4
502517,499,56,140,38,2,14,73,2,2,31,38,2,0,6
474832,492,73,138,33,5,18,68,9,3,56,147,4,0,4
543706,75,10,21,2,0,0,7,0,0,2,7,0,3,0
453064,486,77,136,27,0,17,70,1,0,38,114,6,0,4
425766,361,25,101,16,0,4,32,2,4,23,34,1,0,3
571788,454,56,127,27,6,2,45,8,1,46,97,3,4,2
596748,304,45,85,22,1,14,50,1,0,26,52,4,0,1
553993,372,42,104,19,2,13,48,4,1,17,94,3,4,2
407812,229,24,64,16,1,4,35,2,1,39,49,6,0,3
621043,387,52,108,22,1,22,68,14,4,40,78,1,0,4
503556,344,44,96,18,1,12,34,4,5,16,74,3,7,0
570731,305,34,85,17,0,15,39,2,0,9,79,4,1,2
607680,586,76,163,31,2,12,56,25,4,28,85,5,4,5
519203,586,94,163,38,3,31,101,17,6,78,105,30,0,7
519048,471,51,131,27,0,23,85,1,0,32,112,7,0,5
611177,191,20,53,12,0,10,26,0,0,5,35,0,0,2
571974,155,21,43,9,1,3,14,0,0,12,43,1,1,3
572019,325,42,90,19,4,11,49,1,2,23,92,2,1,3
452252,502,72,139,32,0,20,87,0,0,66,100,1,0,3
429665,528,94,146,31,0,39,111,3,2,77,98,9,0,10
518692,416,62,115,27,0,18,66,3,1,56,98,7,0,2
542994,257,30,71,12,0,8,30,5,2,16,82,3,0,0
450314,467,76,129,36,3,13,56,3,4,62,56,1,0,5
136860,478,57,132,34,1,19,67,0,0,45,85,2,0,6
542455,58,6,16,0,0,2,8,0,0,4,15,2,0,1
519071,29,5,8,2,0,1,3,0,0,0,3,0,1,0
543807,388,59,107,19,2,16,41,16,4,50,109,8,2,3
425783,555,94,153,32,3,22,82,4,2,76,147,15,2,5
545341,323,49,89,23,7,17,47,4,2,22,110,4,0,1
592178,559,87,154,31,5,26,99,13,4,77,199,9,0,5
517370,363,46,100,17,2,10,42,4,4,19,111,0,0,2
452254,207,30,57,13,1,9,40,4,1,16,48,0,0,0
408236,571,76,157,33,0,28,90,0,1,62,107,6,0,3
425509,579,64,159,26,1,17,71,1,4,50,111,5,0,6
408314,481,57,132,25,2,7,53,24,6,26,62,0,9,3
596119,288,47,79,17,1,5,31,4,2,18,77,1,2,0
466320,629,70,172,36,2,12,77,3,0,40,88,2,2,10
630111,406,40,111,19,3,9,48,5,2,17,110,2,0,1
430910,333,17,91,17,0,0,18,2,0,29,34,2,2,1
485567,172,27,47,8,0,3,26,2,1,11,45,2,5,2
120074,528,73,144,37,0,37,108,0,1,77,95,0,0,9
502210,526,67,143,25,4,20,77,10,2,49,65,0,1,2
519208,309,44,84,15,1,10,34,0,0,37,52,5,0,1
572761,574,101,156,44,3,28,84,4,3,81,151,6,0,4
514917,405,57,110,20,4,1,35,19,5,40,86,2,4,1
543213,453,51,123,25,5,4,49,2,1,32,59,2,9,6
460086,354,40,96,18,0,13,48,2,5,49,92,14,0,5
471865,554,87,150,25,2,40,97,2,0,46,133,1,1,6
605486,303,38,82,17,5,4,21,9,4,28,75,2,8,3
425877,488,34,132,23,2,4,61,3,1,32,59,0,1,9
543380,37,2,10,2,0,0,0,0,0,1,12,0,6,0
624424,174,30,47,14,0,9,26,0,1,17,39,1,0,2
430321,174,20,47,6,0,2,16,0,0,4,29,1,0,1
500208,526,63,142,33,4,14,63,1,0,34,56,6,2,3
543768,226,31,61,10,0,13,36,0,1,18,57,2,0,2
446334,604,74,163,35,1,21,73,3,1,51,132,6,0,9
430947,597,74,161,30,1,3,44,15,6,25,73,4,7,5
430945,546,74,147,25,3,27,82,3,1,24,102,8,0,3
516811,119,10,32,4,0,0,5,3,1,7,23,4,3,0
435522,543,69,146,32,3,16,71,4,1,44,110,8,0,8
