mlbam_id,GS,W,L,CG,SHO,SV,BS,HLD,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP
547179,0,1,2,0,0,4,0,11,29.0,26,18,18,2,14,0,21,1,0,5
605359,0,0,2,0,0,0,4,7,27.1,28,17,17,5,9,1,26,0,0,0
621348,0,0,5,0,0,0,1,13,45.0,55,32,28,4,22,5,34,5,0,3
607572,1,3,4,0,0,0,1,11,45.0,34,29,28,7,32,1,60,3,0,2
656288,13,5,4,0,0,0,0,0,62.2,65,41,39,14,28,0,62,1,0,3
472551,0,0,0,0,0,0,0,2,17.2,23,12,11,1,7,1,10,0,0,0
660365,4,0,3,0,0,0,0,0,35.1,42,24,22,9,16,0,25,1,0,2
663559,1,2,1,0,0,0,0,2,33.2,34,21,21,5,6,0,34,2,0,2
641743,5,1,2,0,0,0,0,0,33.2,38,22,21,7,18,0,39,3,0,2
543022,0,1,3,0,0,1,1,11,32.0,26,22,20,2,21,0,38,4,0,1
503569,0,2,3,0,0,3,1,3,32.0,29,21,20,2,27,2,39,3,1,4
665759,0,0,0,0,0,0,0,1,8.0,10,6,5,2,3,0,7,0,1,2
658551,0,1,0,0,0,0,0,0,20.2,25,13,13,2,15,1,15,0,1,1
518858,0,0,2,0,0,0,1,6,19.0,16,15,12,7,12,4,14,1,0,1
657376,1,0,0,0,0,0,0,0,6.1,11,8,4,1,5,0,6,1,0,0
663738,15,4,6,0,0,0,0,0,68.0,80,46,43,9,31,0,55,4,1,4
541640,0,1,1,0,0,0,0,1,26.2,24,17,17,4,5,0,20,1,0,0
650556,0,3,3,0,0,1,4,7,36.0,35,26,23,4,18,0,36,3,0,4
598286,0,1,1,0,0,0,0,0,20.1,23,15,13,2,7,2,14,0,0,0
572125,0,0,1,0,0,0,1,1,25.0,20,17,16,3,12,1,19,5,0,0
608328,9,1,4,0,0,0,0,0,43.2,49,28,28,11,19,2,39,1,0,0
605200,32,6,12,0,0,0,0,0,148.0,162,99,95,25,75,2,114,5,0,0
664042,1,1,4,0,0,0,1,3,28.0,23,20,18,4,17,0,24,1,1,4
656641,1,0,1,0,0,0,0,0,4.2,5,3,3,3,0,0,4,0,0,0
457918,30,10,8,0,0,0,0,0,152.1,177,100,98,30,48,0,122,3,0,4
666159,18,4,7,0,0,0,0,0,85.1,96,59,55,10,33,0,57,3,0,1
665795,7,0,3,0,0,0,0,0,26.1,24,20,17,6,19,0,28,4,0,3
570632,18,4,8,0,0,0,0,1,100.2,119,70,65,14,42,0,67,4,0,4
571578,31,9,16,0,0,0,0,0,171.2,192,114,111,37,60,2,143,3,0,0
571760,23,8,9,0,0,0,1,0,129.2,130,85,84,29,41,0,150,6,0,4
570488,0,2,0,0,0,1,0,2,40.0,35,29,26,4,19,1,35,7,0,5
643230,7,0,3,0,0,0,0,0,27.2,33,18,18,3,12,2,19,1,0,0
621112,9,1,4,0,0,0,0,0,38.1,52,26,25,8,10,0,26,2,0,1
491624,0,2,2,0,0,8,5,0,46.0,62,32,30,8,14,2,45,1,0,2
605154,0,0,1,0,0,0,1,1,18.1,25,13,12,4,4,2,22,2,0,0
502154,0,0,1,0,0,1,3,11,18.1,17,14,12,2,14,0,16,2,0,2
592094,0,1,0,0,0,0,0,2,10.2,10,7,7,1,6,0,19,3,0,0
622446,1,0,0,0,0,0,0,0,24.1,25,16,16,6,17,0,20,1,0,4
656212,8,0,3,0,0,0,0,0,38.0,46,27,25,4,16,0,20,4,0,0
641729,0,6,1,0,0,1,1,5,45.1,34,33,30,6,35,1,57,8,0,6
641682,0,5,1,0,0,0,1,3,31.2,33,23,21,8,16,2,35,1,0,6
641582,0,2,1,0,0,1,1,2,39.0,43,27,26,9,13,0,40,2,1,1
668665,0,0,1,0,0,0,0,0,3.0,3,2,2,2,0,0,5,0,0,0
657756,1,0,0,0,0,0,0,0,3.0,3,2,2,1,2,0,0,0,0,0
642092,6,1,4,0,0,1,0,0,67.1,86,46,45,10,15,2,36,4,0,0
471911,12,1,5,0,0,0,0,0,53.2,59,39,36,12,18,0,50,0,0,1
607237,0,0,4,0,0,7,4,7,47.2,46,34,32,9,29,4,61,0,1,5
605164,19,2,9,0,0,0,0,0,90.2,89,64,61,20,34,0,84,6,0,1
448855,1,5,2,0,0,0,2,2,65.1,67,45,44,6,46,1,61,3,2,9
605347,25,3,14,0,0,0,1,2,121.2,142,83,82,21,56,2,112,10,2,9
640462,0,0,3,0,0,0,2,0,13.1,18,9,9,1,6,0,16,1,0,2
643316,0,4,5,0,0,2,2,11,47.1,37,34,32,3,35,0,60,4,0,4
655889,0,3,3,0,0,1,1,1,17.2,18,18,12,3,12,1,16,1,0,1
607219,0,0,2,0,0,0,0,1,25.0,31,20,17,5,11,2,17,1,1,0
502522,0,1,0,0,0,1,0,2,19.0,20,13,13,5,6,0,13,2,0,0
596057,0,2,3,0,0,1,3,7,57.0,55,41,39,9,30,1,58,2,0,5
656605,23,5,11,0,0,0,0,0,100.2,131,69,69,10,49,1,92,7,0,2
676684,0,1,0,0,0,0,1,6,35.0,38,25,24,2,18,0,27,3,0,3
594965,2,1,1,0,0,2,1,0,33.1,32,24,23,5,22,1,24,5,0,2
594795,0,0,0,0,0,0,0,1,13.0,15,10,9,2,6,1,14,0,0,0
669424,3,1,1,0,0,0,0,0,13.0,16,9,9,3,6,0,10,2,1,0
593372,16,4,9,0,0,0,0,0,82.1,77,58,57,8,36,2,57,11,0,3
676755,0,0,0,0,0,0,0,0,4.1,5,3,3,0,5,0,3,0,0,1
660600,0,0,0,0,0,0,0,2,8.2,7,10,6,0,17,0,15,2,0,1
519299,0,0,0,0,0,0,0,0,4.1,7,3,3,2,0,0,1,1,0,0
623354,0,2,0,0,0,0,0,0,4.1,5,4,3,1,1,0,3,0,0,0
676604,0,0,3,0,0,0,0,4,27.1,26,20,19,6,17,1,25,1,0,2
663531,11,2,7,0,0,0,0,0,50.1,58,39,35,12,17,0,37,4,0,4
